sample	cancer_type	sample_type	expression
TCGA-50-6597-01	LUAD	Primary Tumor	5.27
TCGA-50-6673-01	LUAD	Primary Tumor	4.94
TCGA-50-7109-01	LUAD	Primary Tumor	5.71
TCGA-50-8457-01	LUAD	Primary Tumor	6.48
TCGA-50-8459-01	LUAD	Primary Tumor	4.8
TCGA-50-8460-01	LUAD	Primary Tumor	4.94
TCGA-51-4079-01	LUSC	Primary Tumor	5.33
TCGA-51-4079-11	LUSC	Solid Tissue Normal	6.64
TCGA-51-4080-01	LUSC	Primary Tumor	4.27
TCGA-51-4080-11	LUSC	Solid Tissue Normal	6.46
TCGA-51-4081-01	LUSC	Primary Tumor	5.34
TCGA-51-4081-11	LUSC	Solid Tissue Normal	6.08
TCGA-51-6867-01	LUSC	Primary Tumor	5.56
TCGA-52-7622-01	LUSC	Primary Tumor	5.81
TCGA-52-7809-01	LUSC	Primary Tumor	6.15
TCGA-52-7810-01	LUSC	Primary Tumor	5.34
TCGA-52-7811-01	LUSC	Primary Tumor	5.42
TCGA-52-7812-01	LUSC	Primary Tumor	6.3
TCGA-53-7624-01	LUAD	Primary Tumor	4.21
TCGA-53-7626-01	LUAD	Primary Tumor	6.4
TCGA-53-7813-01	LUAD	Primary Tumor	5.36
TCGA-53-A4EZ-01	LUAD	Primary Tumor	5.8
TCGA-55-1592-01	LUAD	Primary Tumor	5.5
TCGA-55-1594-01	LUAD	Primary Tumor	4.97
TCGA-55-1595-01	LUAD	Primary Tumor	5.84
TCGA-55-1596-01	LUAD	Primary Tumor	5.04
TCGA-55-5899-01	LUAD	Primary Tumor	4.86
TCGA-55-6543-01	LUAD	Primary Tumor	6.23
TCGA-55-6642-01	LUAD	Primary Tumor	5.84
TCGA-55-6712-01	LUAD	Primary Tumor	6.05
TCGA-55-6968-01	LUAD	Primary Tumor	5.07
TCGA-55-6968-11	LUAD	Solid Tissue Normal	6.13
TCGA-55-6969-01	LUAD	Primary Tumor	5.8
TCGA-55-6969-11	LUAD	Solid Tissue Normal	6.17
TCGA-55-6970-01	LUAD	Primary Tumor	4.89
TCGA-55-6970-11	LUAD	Solid Tissue Normal	6.07
TCGA-55-6971-01	LUAD	Primary Tumor	5.71
TCGA-55-6971-11	LUAD	Solid Tissue Normal	6.15
TCGA-55-6972-01	LUAD	Primary Tumor	6.17
TCGA-55-6972-11	LUAD	Solid Tissue Normal	6.67
TCGA-55-6975-01	LUAD	Primary Tumor	4.51
TCGA-55-6975-11	LUAD	Solid Tissue Normal	6.06
TCGA-55-6978-01	LUAD	Primary Tumor	5.36
TCGA-55-6978-11	LUAD	Solid Tissue Normal	6.37
TCGA-55-6979-01	LUAD	Primary Tumor	6.73
TCGA-55-6979-11	LUAD	Solid Tissue Normal	6.06
TCGA-55-6980-01	LUAD	Primary Tumor	5.29
TCGA-55-6980-11	LUAD	Solid Tissue Normal	6.03
TCGA-55-6981-01	LUAD	Primary Tumor	6.78
TCGA-55-6981-11	LUAD	Solid Tissue Normal	6.57
TCGA-55-6982-01	LUAD	Primary Tumor	4.69
TCGA-55-6982-11	LUAD	Solid Tissue Normal	6.76
TCGA-55-6983-01	LUAD	Primary Tumor	6.3
TCGA-55-6983-11	LUAD	Solid Tissue Normal	5.78
TCGA-55-6984-01	LUAD	Primary Tumor	4.73
TCGA-55-6984-11	LUAD	Solid Tissue Normal	6.72
TCGA-55-6985-01	LUAD	Primary Tumor	6.72
TCGA-55-6985-11	LUAD	Solid Tissue Normal	6.07
TCGA-55-6986-01	LUAD	Primary Tumor	6.53
TCGA-55-6986-11	LUAD	Solid Tissue Normal	6.95
TCGA-55-6987-01	LUAD	Primary Tumor	6.2
TCGA-55-7227-01	LUAD	Primary Tumor	5.98
TCGA-55-7281-01	LUAD	Primary Tumor	6.59
TCGA-55-7283-01	LUAD	Primary Tumor	5.92
TCGA-55-7284-01	LUAD	Primary Tumor	6.03
TCGA-55-7570-01	LUAD	Primary Tumor	4.2
TCGA-55-7573-01	LUAD	Primary Tumor	5.62
TCGA-55-7574-01	LUAD	Primary Tumor	6.52
TCGA-55-7576-01	LUAD	Primary Tumor	6.51
TCGA-55-7724-01	LUAD	Primary Tumor	4.53
TCGA-55-7725-01	LUAD	Primary Tumor	5.74
TCGA-55-7726-01	LUAD	Primary Tumor	5.36
TCGA-55-7727-01	LUAD	Primary Tumor	5.76
TCGA-55-7728-01	LUAD	Primary Tumor	5.49
TCGA-55-7815-01	LUAD	Primary Tumor	5.36
TCGA-55-7816-01	LUAD	Primary Tumor	6.38
TCGA-55-7903-01	LUAD	Primary Tumor	6.92
TCGA-55-7907-01	LUAD	Primary Tumor	4.83
TCGA-55-7910-01	LUAD	Primary Tumor	4.98
TCGA-55-7911-01	LUAD	Primary Tumor	6.61
TCGA-55-7913-01	LUAD	Primary Tumor	6.1
TCGA-55-7914-01	LUAD	Primary Tumor	4.88
TCGA-55-7994-01	LUAD	Primary Tumor	6.05
TCGA-55-7995-01	LUAD	Primary Tumor	4.82
TCGA-55-8085-01	LUAD	Primary Tumor	5.5
TCGA-55-8087-01	LUAD	Primary Tumor	6.5
TCGA-55-8089-01	LUAD	Primary Tumor	5.65
TCGA-55-8090-01	LUAD	Primary Tumor	7.23
TCGA-55-8091-01	LUAD	Primary Tumor	5.89
TCGA-55-8092-01	LUAD	Primary Tumor	5.68
TCGA-55-8094-01	LUAD	Primary Tumor	4.28
TCGA-55-8096-01	LUAD	Primary Tumor	5.71
TCGA-55-8097-01	LUAD	Primary Tumor	5.85
TCGA-55-8203-01	LUAD	Primary Tumor	6.03
TCGA-55-8204-01	LUAD	Primary Tumor	5.88
TCGA-55-8205-01	LUAD	Primary Tumor	6.27
TCGA-55-8206-01	LUAD	Primary Tumor	6.05
TCGA-55-8207-01	LUAD	Primary Tumor	5.38
TCGA-55-8208-01	LUAD	Primary Tumor	5.52
TCGA-55-8299-01	LUAD	Primary Tumor	5.39
TCGA-55-8301-01	LUAD	Primary Tumor	5.91
TCGA-55-8302-01	LUAD	Primary Tumor	6.42
TCGA-55-8505-01	LUAD	Primary Tumor	4.43
TCGA-55-8506-01	LUAD	Primary Tumor	6.55
TCGA-55-8507-01	LUAD	Primary Tumor	6.6
TCGA-55-8508-01	LUAD	Primary Tumor	5.32
TCGA-55-8510-01	LUAD	Primary Tumor	5.24
TCGA-55-8511-01	LUAD	Primary Tumor	6.35
TCGA-55-8512-01	LUAD	Primary Tumor	6.16
TCGA-55-8513-01	LUAD	Primary Tumor	6.19
TCGA-55-8514-01	LUAD	Primary Tumor	6.12
TCGA-55-8614-01	LUAD	Primary Tumor	6.22
TCGA-55-8615-01	LUAD	Primary Tumor	5.05
TCGA-55-8616-01	LUAD	Primary Tumor	7.26
TCGA-55-8619-01	LUAD	Primary Tumor	5.98
TCGA-55-8620-01	LUAD	Primary Tumor	6.72
TCGA-55-8621-01	LUAD	Primary Tumor	6.1
TCGA-55-A48X-01	LUAD	Primary Tumor	6.65
TCGA-55-A48Y-01	LUAD	Primary Tumor	5.13
TCGA-55-A48Z-01	LUAD	Primary Tumor	5.92
TCGA-55-A490-01	LUAD	Primary Tumor	7.66
TCGA-55-A491-01	LUAD	Primary Tumor	5.33
TCGA-55-A492-01	LUAD	Primary Tumor	5.33
TCGA-55-A493-01	LUAD	Primary Tumor	5.86
TCGA-55-A494-01	LUAD	Primary Tumor	5.22
TCGA-55-A4DF-01	LUAD	Primary Tumor	4.65
TCGA-55-A4DG-01	LUAD	Primary Tumor	6.68
TCGA-55-A57B-01	LUAD	Primary Tumor	6.24
TCGA-56-1622-01	LUSC	Primary Tumor	5.39
TCGA-56-5897-01	LUSC	Primary Tumor	4.97
TCGA-56-5898-01	LUSC	Primary Tumor	5.02
TCGA-56-6545-01	LUSC	Primary Tumor	6.09
TCGA-56-6546-01	LUSC	Primary Tumor	4.35
TCGA-56-7221-01	LUSC	Primary Tumor	5.4
TCGA-56-7222-01	LUSC	Primary Tumor	4.12
TCGA-56-7222-11	LUSC	Solid Tissue Normal	6.2
TCGA-56-7223-01	LUSC	Primary Tumor	4.72
TCGA-56-7579-01	LUSC	Primary Tumor	5.49
TCGA-56-7579-11	LUSC	Solid Tissue Normal	6.28
TCGA-56-7580-01	LUSC	Primary Tumor	5.06
TCGA-56-7580-11	LUSC	Solid Tissue Normal	6.54
TCGA-56-7582-01	LUSC	Primary Tumor	5.97
TCGA-56-7582-11	LUSC	Solid Tissue Normal	6.46
TCGA-56-7730-01	LUSC	Primary Tumor	5.16
TCGA-56-7730-11	LUSC	Solid Tissue Normal	6.45
TCGA-56-7731-01	LUSC	Primary Tumor	5.35
TCGA-56-7731-11	LUSC	Solid Tissue Normal	6.82
TCGA-56-7822-01	LUSC	Primary Tumor	5.08
TCGA-56-7823-01	LUSC	Primary Tumor	3.88
TCGA-56-7823-11	LUSC	Solid Tissue Normal	6.2
TCGA-56-8082-01	LUSC	Primary Tumor	4.74
TCGA-56-8082-11	LUSC	Solid Tissue Normal	6.13
TCGA-56-8083-01	LUSC	Primary Tumor	6.74
TCGA-56-8083-11	LUSC	Solid Tissue Normal	6.5
TCGA-56-8201-01	LUSC	Primary Tumor	5.52
TCGA-56-8201-11	LUSC	Solid Tissue Normal	5.82
TCGA-56-8304-01	LUSC	Primary Tumor	4.23
TCGA-56-8305-01	LUSC	Primary Tumor	5.43
TCGA-56-8307-01	LUSC	Primary Tumor	4.85
TCGA-56-8308-01	LUSC	Primary Tumor	5.5
TCGA-56-8309-01	LUSC	Primary Tumor	6.22
TCGA-56-8309-11	LUSC	Solid Tissue Normal	6.61
TCGA-56-8503-01	LUSC	Primary Tumor	5.16
TCGA-56-8504-01	LUSC	Primary Tumor	5.39
TCGA-56-8622-01	LUSC	Primary Tumor	5.12
TCGA-56-8623-01	LUSC	Primary Tumor	6.2
TCGA-56-8623-11	LUSC	Solid Tissue Normal	6.42
TCGA-56-8624-01	LUSC	Primary Tumor	5.33
TCGA-56-8625-01	LUSC	Primary Tumor	5.67
TCGA-56-8626-01	LUSC	Primary Tumor	5.51
TCGA-56-8628-01	LUSC	Primary Tumor	5.26
TCGA-56-8629-01	LUSC	Primary Tumor	4.94
TCGA-56-A49D-01	LUSC	Primary Tumor	5.49
TCGA-56-A4BW-01	LUSC	Primary Tumor	6.59
TCGA-56-A4BX-01	LUSC	Primary Tumor	5.84
TCGA-56-A4BY-01	LUSC	Primary Tumor	5.28
TCGA-56-A4ZJ-01	LUSC	Primary Tumor	5.51
TCGA-56-A4ZK-01	LUSC	Primary Tumor	5.11
TCGA-56-A5DR-01	LUSC	Primary Tumor	4.39
TCGA-56-A5DS-01	LUSC	Primary Tumor	5.46
TCGA-56-A62T-01	LUSC	Primary Tumor	6.89
TCGA-58-8386-01	LUSC	Primary Tumor	6.68
TCGA-58-8386-11	LUSC	Solid Tissue Normal	6.12
TCGA-58-8387-01	LUSC	Primary Tumor	5.4
TCGA-58-8388-01	LUSC	Primary Tumor	6.2
TCGA-58-8390-01	LUSC	Primary Tumor	4.92
TCGA-58-8391-01	LUSC	Primary Tumor	6.18
TCGA-58-8392-01	LUSC	Primary Tumor	5.91
TCGA-58-8393-01	LUSC	Primary Tumor	4.87
TCGA-58-A46J-01	LUSC	Primary Tumor	4.66
TCGA-58-A46K-01	LUSC	Primary Tumor	5.58
TCGA-58-A46L-01	LUSC	Primary Tumor	5.21
TCGA-58-A46M-01	LUSC	Primary Tumor	6.03
TCGA-58-A46N-01	LUSC	Primary Tumor	5.86
TCGA-5B-A90C-01	UCEC	Primary Tumor	5.26
TCGA-5C-A9VG-01	LIHC	Primary Tumor	6.74
TCGA-5C-A9VH-01	LIHC	Primary Tumor	5.66
TCGA-5C-AAPD-01	LIHC	Primary Tumor	6.14
TCGA-5L-AAT0-01	BRCA	Primary Tumor	5.39
TCGA-5L-AAT1-01	BRCA	Primary Tumor	5.73
TCGA-5M-AAT4-01	COAD	Primary Tumor	6.02
TCGA-5M-AAT5-01	COAD	Primary Tumor	5.75
TCGA-5M-AAT6-01	COAD	Primary Tumor	5.74
TCGA-5M-AATA-01	COAD	Primary Tumor	6.24
TCGA-5M-AATE-01	COAD	Primary Tumor	6.3
TCGA-5P-A9JU-01	KIRP	Primary Tumor	5.03
TCGA-5P-A9JV-01	KIRP	Primary Tumor	6.1
TCGA-5P-A9JW-01	KIRP	Primary Tumor	6.4
TCGA-5P-A9JY-01	KIRP	Primary Tumor	5.31
TCGA-5P-A9JZ-01	KIRP	Primary Tumor	5.98
TCGA-5P-A9K0-01	KIRP	Primary Tumor	5.97
TCGA-5P-A9K2-01	KIRP	Primary Tumor	4.52
TCGA-5P-A9K3-01	KIRP	Primary Tumor	5.11
TCGA-5P-A9K4-01	KIRP	Primary Tumor	5.66
TCGA-5P-A9K6-01	KIRP	Primary Tumor	5.43
TCGA-5P-A9K8-01	KIRP	Primary Tumor	5.86
TCGA-5P-A9K9-01	KIRP	Primary Tumor	5.99
TCGA-5P-A9KA-01	KIRP	Primary Tumor	5.25
TCGA-5P-A9KC-01	KIRP	Primary Tumor	5.26
TCGA-5P-A9KE-01	KIRP	Primary Tumor	5.88
TCGA-5P-A9KF-01	KIRP	Primary Tumor	5.38
TCGA-5P-A9KH-01	KIRP	Primary Tumor	6.11
TCGA-5R-AA1C-01	LIHC	Primary Tumor	8.04
TCGA-5R-AA1D-01	LIHC	Primary Tumor	5.8
TCGA-5R-AAAM-01	LIHC	Primary Tumor	6
TCGA-5S-A9Q8-01	UCEC	Primary Tumor	5.22
TCGA-5T-A9QA-01	BRCA	Primary Tumor	4.97
TCGA-60-2695-01	LUSC	Primary Tumor	5.75
TCGA-60-2696-01	LUSC	Primary Tumor	4.12
TCGA-60-2697-01	LUSC	Primary Tumor	6.1
TCGA-60-2698-01	LUSC	Primary Tumor	6.21
TCGA-60-2703-01	LUSC	Primary Tumor	3.46
TCGA-60-2704-01	LUSC	Primary Tumor	6.4
TCGA-60-2706-01	LUSC	Primary Tumor	3.45
TCGA-60-2707-01	LUSC	Primary Tumor	5
TCGA-60-2708-01	LUSC	Primary Tumor	6.13
TCGA-60-2709-01	LUSC	Primary Tumor	5.35
TCGA-60-2709-11	LUSC	Solid Tissue Normal	5.63
TCGA-60-2710-01	LUSC	Primary Tumor	4.82
TCGA-60-2711-01	LUSC	Primary Tumor	6.17
TCGA-60-2712-01	LUSC	Primary Tumor	5.3
TCGA-60-2713-01	LUSC	Primary Tumor	5.42
TCGA-60-2714-01	LUSC	Primary Tumor	5.57
TCGA-60-2715-01	LUSC	Primary Tumor	5.65
TCGA-60-2716-01	LUSC	Primary Tumor	5.88
TCGA-60-2719-01	LUSC	Primary Tumor	5.06
TCGA-60-2720-01	LUSC	Primary Tumor	5.23
TCGA-60-2721-01	LUSC	Primary Tumor	4.72
TCGA-60-2722-01	LUSC	Primary Tumor	5.7
TCGA-60-2723-01	LUSC	Primary Tumor	3.99
TCGA-60-2724-01	LUSC	Primary Tumor	6.04
TCGA-60-2725-01	LUSC	Primary Tumor	4.56
TCGA-60-2726-01	LUSC	Primary Tumor	4.57
TCGA-62-8394-01	LUAD	Primary Tumor	5.9
TCGA-62-8395-01	LUAD	Primary Tumor	6.24
TCGA-62-8397-01	LUAD	Primary Tumor	4.84
TCGA-62-8398-01	LUAD	Primary Tumor	4.19
TCGA-62-8399-01	LUAD	Primary Tumor	5.85
TCGA-62-8402-01	LUAD	Primary Tumor	5.28
TCGA-62-A46O-01	LUAD	Primary Tumor	3.9
TCGA-62-A46P-01	LUAD	Primary Tumor	5.72
TCGA-62-A46R-01	LUAD	Primary Tumor	4.43
TCGA-62-A46S-01	LUAD	Primary Tumor	5.82
TCGA-62-A46U-01	LUAD	Primary Tumor	6.36
TCGA-62-A46V-01	LUAD	Primary Tumor	4.77
TCGA-62-A46Y-01	LUAD	Primary Tumor	6.11
TCGA-62-A470-01	LUAD	Primary Tumor	5.1
TCGA-62-A471-01	LUAD	Primary Tumor	4.08
TCGA-62-A472-01	LUAD	Primary Tumor	6.38
TCGA-63-5128-01	LUSC	Primary Tumor	4.21
TCGA-63-5131-01	LUSC	Primary Tumor	4.06
TCGA-63-6202-01	LUSC	Primary Tumor	7.26
TCGA-63-7020-01	LUSC	Primary Tumor	5.55
TCGA-63-7021-01	LUSC	Primary Tumor	4.95
TCGA-63-7022-01	LUSC	Primary Tumor	5.47
TCGA-63-7023-01	LUSC	Primary Tumor	4.76
TCGA-63-A5M9-01	LUSC	Primary Tumor	2.9
TCGA-63-A5MB-01	LUSC	Primary Tumor	6.47
TCGA-63-A5MG-01	LUSC	Primary Tumor	5.52
TCGA-63-A5MH-01	LUSC	Primary Tumor	4.75
TCGA-63-A5MI-01	LUSC	Primary Tumor	4.74
TCGA-63-A5MJ-01	LUSC	Primary Tumor	6.2
TCGA-63-A5ML-01	LUSC	Primary Tumor	6.22
TCGA-63-A5MM-01	LUSC	Primary Tumor	7.13
TCGA-63-A5MN-01	LUSC	Primary Tumor	5.73
TCGA-63-A5MP-01	LUSC	Primary Tumor	5.14
TCGA-63-A5MR-01	LUSC	Primary Tumor	4.8
TCGA-63-A5MS-01	LUSC	Primary Tumor	5.04
TCGA-63-A5MT-01	LUSC	Primary Tumor	4.91
TCGA-63-A5MU-01	LUSC	Primary Tumor	4.47
TCGA-63-A5MV-01	LUSC	Primary Tumor	5.49
TCGA-63-A5MW-01	LUSC	Primary Tumor	5.54
TCGA-63-A5MY-01	LUSC	Primary Tumor	4.35
TCGA-64-1676-01	LUAD	Primary Tumor	5.01
TCGA-64-1677-01	LUAD	Primary Tumor	6.49
TCGA-64-1678-01	LUAD	Primary Tumor	6.3
TCGA-64-1679-01	LUAD	Primary Tumor	5.41
TCGA-64-1680-01	LUAD	Primary Tumor	5.98
TCGA-64-1681-01	LUAD	Primary Tumor	5.39
TCGA-64-5774-01	LUAD	Primary Tumor	6.01
TCGA-64-5775-01	LUAD	Primary Tumor	7.77
TCGA-64-5778-01	LUAD	Primary Tumor	5.71
TCGA-64-5779-01	LUAD	Primary Tumor	6.02
TCGA-64-5781-01	LUAD	Primary Tumor	5.23
TCGA-64-5815-01	LUAD	Primary Tumor	5.61
TCGA-66-2727-01	LUSC	Primary Tumor	5.27
TCGA-66-2734-01	LUSC	Primary Tumor	5.33
TCGA-66-2737-01	LUSC	Primary Tumor	6.01
TCGA-66-2742-01	LUSC	Primary Tumor	5.36
TCGA-66-2744-01	LUSC	Primary Tumor	6.56
TCGA-66-2753-01	LUSC	Primary Tumor	5.09
TCGA-66-2754-01	LUSC	Primary Tumor	6.11
TCGA-66-2755-01	LUSC	Primary Tumor	5.25
TCGA-66-2756-01	LUSC	Primary Tumor	5.3
TCGA-66-2757-01	LUSC	Primary Tumor	5.56
TCGA-66-2758-01	LUSC	Primary Tumor	5.99
TCGA-66-2759-01	LUSC	Primary Tumor	6.31
TCGA-66-2763-01	LUSC	Primary Tumor	5.49
TCGA-66-2765-01	LUSC	Primary Tumor	6.36
TCGA-66-2766-01	LUSC	Primary Tumor	4.78
TCGA-66-2767-01	LUSC	Primary Tumor	6.04
TCGA-66-2768-01	LUSC	Primary Tumor	7.25
TCGA-66-2769-01	LUSC	Primary Tumor	5.79
TCGA-66-2770-01	LUSC	Primary Tumor	6.4
TCGA-66-2771-01	LUSC	Primary Tumor	4.89
TCGA-66-2773-01	LUSC	Primary Tumor	5.28
TCGA-66-2777-01	LUSC	Primary Tumor	5.75
TCGA-66-2778-01	LUSC	Primary Tumor	5.08
TCGA-66-2780-01	LUSC	Primary Tumor	5.83
TCGA-66-2781-01	LUSC	Primary Tumor	4.6
TCGA-66-2782-01	LUSC	Primary Tumor	5.07
TCGA-66-2783-01	LUSC	Primary Tumor	4.37
TCGA-66-2785-01	LUSC	Primary Tumor	3.85
TCGA-66-2786-01	LUSC	Primary Tumor	5.9
TCGA-66-2787-01	LUSC	Primary Tumor	4.98
TCGA-66-2788-01	LUSC	Primary Tumor	5.17
TCGA-66-2789-01	LUSC	Primary Tumor	5.05
TCGA-66-2790-01	LUSC	Primary Tumor	5.41
TCGA-66-2791-01	LUSC	Primary Tumor	6.01
TCGA-66-2792-01	LUSC	Primary Tumor	6.12
TCGA-66-2793-01	LUSC	Primary Tumor	5.23
TCGA-66-2794-01	LUSC	Primary Tumor	5.2
TCGA-66-2795-01	LUSC	Primary Tumor	5.49
TCGA-66-2800-01	LUSC	Primary Tumor	5.33
TCGA-67-3770-01	LUAD	Primary Tumor	5.2
TCGA-67-3771-01	LUAD	Primary Tumor	5.77
TCGA-67-3772-01	LUAD	Primary Tumor	5.48
TCGA-67-3773-01	LUAD	Primary Tumor	5.21
TCGA-67-3774-01	LUAD	Primary Tumor	5.32
TCGA-67-4679-01	LUAD	Primary Tumor	6.77
TCGA-67-6215-01	LUAD	Primary Tumor	5.58
TCGA-67-6216-01	LUAD	Primary Tumor	5.85
TCGA-67-6217-01	LUAD	Primary Tumor	5.85
TCGA-68-7755-01	LUSC	Primary Tumor	5.97
TCGA-68-7756-01	LUSC	Primary Tumor	4.76
TCGA-68-7757-01	LUSC	Primary Tumor	4.45
TCGA-68-8250-01	LUSC	Primary Tumor	4.58
TCGA-68-8251-01	LUSC	Primary Tumor	5.03
TCGA-68-A59I-01	LUSC	Primary Tumor	4.5
TCGA-68-A59J-01	LUSC	Primary Tumor	6.1
TCGA-69-7760-01	LUAD	Primary Tumor	7.55
TCGA-69-7761-01	LUAD	Primary Tumor	5.19
TCGA-69-7763-01	LUAD	Primary Tumor	6.26
TCGA-69-7764-01	LUAD	Primary Tumor	6.32
TCGA-69-7765-01	LUAD	Primary Tumor	6.34
TCGA-69-7973-01	LUAD	Primary Tumor	5.79
TCGA-69-7974-01	LUAD	Primary Tumor	5.72
TCGA-69-7978-01	LUAD	Primary Tumor	6.17
TCGA-69-7979-01	LUAD	Primary Tumor	6.05
TCGA-69-7980-01	LUAD	Primary Tumor	5.2
TCGA-69-8253-01	LUAD	Primary Tumor	6.11
TCGA-69-8254-01	LUAD	Primary Tumor	5.82
TCGA-69-8255-01	LUAD	Primary Tumor	4.71
TCGA-69-8453-01	LUAD	Primary Tumor	5.77
TCGA-69-A59K-01	LUAD	Primary Tumor	4.53
TCGA-6A-AB49-01	LUSC	Primary Tumor	5.41
TCGA-6D-AA2E-01	KIRC	Primary Tumor	5.88
TCGA-70-6722-01	LUSC	Primary Tumor	6.52
TCGA-70-6723-01	LUSC	Primary Tumor	6.07
TCGA-71-6725-01	LUAD	Primary Tumor	6.92
TCGA-71-8520-01	LUAD	Primary Tumor	5.43
TCGA-73-4658-01	LUAD	Primary Tumor	5.59
TCGA-73-4659-01	LUAD	Primary Tumor	5.9
TCGA-73-4662-01	LUAD	Primary Tumor	6.56
TCGA-73-4666-01	LUAD	Primary Tumor	3.62
TCGA-73-4668-01	LUAD	Primary Tumor	5.76
TCGA-73-4670-01	LUAD	Primary Tumor	4.27
TCGA-73-4675-01	LUAD	Primary Tumor	4.96
TCGA-73-4676-01	LUAD	Primary Tumor	5.57
TCGA-73-4676-11	LUAD	Solid Tissue Normal	6.29
TCGA-73-4677-01	LUAD	Primary Tumor	5.65
TCGA-73-7498-01	LUAD	Primary Tumor	6.7
TCGA-73-7499-01	LUAD	Primary Tumor	6.41
TCGA-73-A9RS-01	LUAD	Primary Tumor	4.95
TCGA-75-5122-01	LUAD	Primary Tumor	5.32
TCGA-75-5125-01	LUAD	Primary Tumor	6
TCGA-75-5126-01	LUAD	Primary Tumor	5.72
TCGA-75-5146-01	LUAD	Primary Tumor	5.44
TCGA-75-5147-01	LUAD	Primary Tumor	6.01
TCGA-75-6203-01	LUAD	Primary Tumor	6.22
TCGA-75-6205-01	LUAD	Primary Tumor	5.65
TCGA-75-6206-01	LUAD	Primary Tumor	6.59
TCGA-75-6207-01	LUAD	Primary Tumor	7.39
TCGA-75-6211-01	LUAD	Primary Tumor	4.93
TCGA-75-6212-01	LUAD	Primary Tumor	5.29
TCGA-75-6214-01	LUAD	Primary Tumor	5.83
TCGA-75-7025-01	LUAD	Primary Tumor	6.02
TCGA-75-7027-01	LUAD	Primary Tumor	4.11
TCGA-75-7030-01	LUAD	Primary Tumor	5.84
TCGA-75-7031-01	LUAD	Primary Tumor	6.21
TCGA-77-6842-01	LUSC	Primary Tumor	6.02
TCGA-77-6843-01	LUSC	Primary Tumor	6.08
TCGA-77-6844-01	LUSC	Primary Tumor	5.01
TCGA-77-6845-01	LUSC	Primary Tumor	5.14
TCGA-77-7138-01	LUSC	Primary Tumor	5.83
TCGA-77-7138-11	LUSC	Solid Tissue Normal	6.59
TCGA-77-7139-01	LUSC	Primary Tumor	4.18
TCGA-77-7140-01	LUSC	Primary Tumor	6.3
TCGA-77-7141-01	LUSC	Primary Tumor	6
TCGA-77-7142-01	LUSC	Primary Tumor	5.82
TCGA-77-7142-11	LUSC	Solid Tissue Normal	6.68
TCGA-77-7335-01	LUSC	Primary Tumor	5.04
TCGA-77-7335-11	LUSC	Solid Tissue Normal	5.9
TCGA-77-7337-01	LUSC	Primary Tumor	4.77
TCGA-77-7337-11	LUSC	Solid Tissue Normal	6.54
TCGA-77-7338-01	LUSC	Primary Tumor	5.6
TCGA-77-7338-11	LUSC	Solid Tissue Normal	6.08
TCGA-77-7463-01	LUSC	Primary Tumor	3.58
TCGA-77-7465-01	LUSC	Primary Tumor	5.22
TCGA-77-8007-01	LUSC	Primary Tumor	6.94
TCGA-77-8007-11	LUSC	Solid Tissue Normal	6.21
TCGA-77-8008-01	LUSC	Primary Tumor	5.81
TCGA-77-8008-11	LUSC	Solid Tissue Normal	6.72
TCGA-77-8009-01	LUSC	Primary Tumor	6.66
TCGA-77-8128-01	LUSC	Primary Tumor	5.05
TCGA-77-8130-01	LUSC	Primary Tumor	5.56
TCGA-77-8131-01	LUSC	Primary Tumor	5.39
TCGA-77-8133-01	LUSC	Primary Tumor	5.96
TCGA-77-8136-01	LUSC	Primary Tumor	5.46
TCGA-77-8138-01	LUSC	Primary Tumor	3.26
TCGA-77-8139-01	LUSC	Primary Tumor	4.58
TCGA-77-8140-01	LUSC	Primary Tumor	4.51
TCGA-77-8143-01	LUSC	Primary Tumor	3.47
TCGA-77-8144-01	LUSC	Primary Tumor	7.99
TCGA-77-8145-01	LUSC	Primary Tumor	6.3
TCGA-77-8146-01	LUSC	Primary Tumor	4.43
TCGA-77-8148-01	LUSC	Primary Tumor	4.73
TCGA-77-8150-01	LUSC	Primary Tumor	6.29
TCGA-77-8153-01	LUSC	Primary Tumor	5.49
TCGA-77-8154-01	LUSC	Primary Tumor	3.68
TCGA-77-8156-01	LUSC	Primary Tumor	4.98
TCGA-77-A5FZ-01	LUSC	Primary Tumor	6.02
TCGA-77-A5G1-01	LUSC	Primary Tumor	4.27
TCGA-77-A5G3-01	LUSC	Primary Tumor	5.43
TCGA-77-A5G6-01	LUSC	Primary Tumor	5.05
TCGA-77-A5G7-01	LUSC	Primary Tumor	5.12
TCGA-77-A5G8-01	LUSC	Primary Tumor	4.3
TCGA-77-A5GA-01	LUSC	Primary Tumor	5.53
TCGA-77-A5GB-01	LUSC	Primary Tumor	6.39
TCGA-77-A5GF-01	LUSC	Primary Tumor	6.1
TCGA-77-A5GH-01	LUSC	Primary Tumor	5.48
TCGA-78-7143-01	LUAD	Primary Tumor	5.21
TCGA-78-7145-01	LUAD	Primary Tumor	5.44
TCGA-78-7146-01	LUAD	Primary Tumor	4.77
TCGA-78-7147-01	LUAD	Primary Tumor	4.68
TCGA-78-7148-01	LUAD	Primary Tumor	4.61
TCGA-78-7149-01	LUAD	Primary Tumor	5.48
TCGA-78-7150-01	LUAD	Primary Tumor	3.71
TCGA-78-7152-01	LUAD	Primary Tumor	6.97
TCGA-78-7153-01	LUAD	Primary Tumor	5.93
TCGA-78-7154-01	LUAD	Primary Tumor	4.7
